algo1,algo2,method,gamma_pref,treatment_percentage,Unnamed: 0,TUR_algo_1,TUR_algo_2,graph_cut,TE,Percentage_TE
Ideal,Random,Naive,3.0,0.5,112,[0.99927853 0.99822222 1.        ],[0.47585989 0.45947598 0.49138421],0.4707411294024956,[5.23418640e-01 5.07676610e-01 5.40117980e-01 6.84898537e-05],[5.23795940e-01 5.08069686e-01 5.40300711e-01 6.23582600e-05]
Ideal,User,Naive,3.0,0.5,113,[0.99927302 0.99829023 1.        ],[0.85840038 0.70973054 0.93035313],0.4614906200734263,[0.14087264 0.0688897  0.28897643 0.00315221],[0.14097572 0.0689414  0.2893135  0.00328436]
Random,Item,Naive,3.0,0.5,114,[0.47577237 0.45994525 0.49190625],[0.64216387 0.57294831 0.71038337],0.4336780243700916,[-0.1663915  -0.23366776 -0.09723999  0.00121125],[-0.3500874  -0.49473342 -0.20578224  0.00545414]
Random,Ideal,Naive,3.0,0.5,115,[0.47583862 0.46100967 0.49133758],[0.99926379 0.99818098 1.        ],0.4704752043183405,[-5.23425170e-01 -5.38111020e-01 -5.07854420e-01  5.95755573e-05],[-1.1005977  -1.16758409 -1.03391509  0.00124503]
Random,User,Naive,3.0,0.5,116,[0.47595339 0.4614467  0.49166814],[0.2033004  0.14465686 0.30098622],0.4258993647343979,[0.27265299 0.17739331 0.33411339 0.00159837],[0.5726975  0.37016337 0.69583648 0.00735981]
User,Ideal,Naive,3.0,0.5,117,[0.85350835 0.69408869 0.92995695],[0.99929108 0.9982906  1.        ],0.4606656455278104,[-0.14578273 -0.30586609 -0.0700166   0.00361991],[-0.17799418 -0.44067315 -0.07529021  0.01030402]
User,Random,Naive,3.0,0.5,118,[0.20486883 0.14538277 0.29638234],[0.4763974  0.46056404 0.49120045],0.4269776061020129,[-0.27152857 -0.33291182 -0.17613288  0.00159957],[-1.41915414 -2.27654006 -0.59160103  0.22081162]
User,Item,Naive,3.0,0.5,119,[0.49123586 0.3947976  0.58226751],[0.53843414 0.46498485 0.60532537],0.491703175509433,[-0.04719827 -0.15457597  0.05156545  0.0027654 ],[-0.10556738 -0.36737347  0.09008721  0.01423932]
Item,Ideal,Split,3.0,0.5,120,[0.46444587 0.376593   0.54294323],[0.99927223 0.99819121 1.        ],0.0,[-0.53482637 -0.62254411 -0.45621855  0.0018003 ],[-1.17008869 -1.65260808 -0.83945848  0.042296  ]
Item,Random,Split,3.0,0.5,121,[0.46466322 0.37656848 0.54528807],[0.476123   0.45969438 0.49138587],0.0,[-0.01145978 -0.09896158  0.07213812  0.00190514],[-0.03346443 -0.26494688  0.13421176  0.00985203]
Item,User,Split,3.0,0.5,122,[0.46484727 0.38243194 0.54736281],[0.17991005 0.09999409 0.2981227 ],0.0,[0.28493722 0.11910655 0.42045912 0.00590987],[0.60697834 0.29754339 0.80168623 0.01634651]
Ideal,Item,Split,3.0,0.5,123,[0.99928531 0.99824503 1.        ],[0.46623447 0.38186077 0.54612512],0.0,[0.53305085 0.45363204 0.61753757 0.0017483 ],[0.53343299 0.45374222 0.61797987 0.00177501]
Ideal,Random,Split,3.0,0.5,124,[0.9992714  0.99829012 1.        ],[0.47557084 0.46038607 0.49103388],0.0,[5.23700560e-01 5.08449680e-01 5.38917410e-01 6.04098925e-05],[5.24082184e-01 5.08746193e-01 5.39151042e-01 6.13243403e-05]
Ideal,User,Split,3.0,0.5,125,[0.99927805 0.99818594 1.        ],[0.18270187 0.10320602 0.30172625],0.0,[0.81657618 0.69732073 0.895725   0.00256171],[0.81716667 0.69795623 0.89668584 0.00274186]
Random,Item,Split,3.0,0.5,126,[0.47578155 0.46011725 0.49115266],[0.4651518  0.38011198 0.54526749],0.0,[ 0.01062975 -0.0676375   0.10154565  0.0018627 ],[ 0.02200011 -0.14520475  0.2096028   0.00841241]
Random,Ideal,Split,3.0,0.5,127,[0.47640259 0.46021774 0.49281797],[0.99928351 0.99814727 1.        ],0.0,[-5.22880920e-01 -5.39472520e-01 -5.06166630e-01  7.21888216e-05],[-1.09821079 -1.17205726 -1.02701215  0.00136852]
Random,User,Split,3.0,0.5,128,[0.47498559 0.45856039 0.49133333],[0.18113138 0.1002044  0.29495076],0.0,[0.29385421 0.17973554 0.37611574 0.00250971],[0.61854449 0.37896979 0.78848041 0.01115576]
User,Ideal,Split,3.0,0.5,129,[0.18180181 0.10374022 0.30084791],[0.9992745  0.99830918 1.        ],0.0,[-0.81747268 -0.89586708 -0.6982921   0.00254034],[-4.94689777 -8.63043373 -2.32083305  2.8119992 ]
User,Random,Split,3.0,0.5,130,[0.18458922 0.10162037 0.30535208],[0.47606051 0.46041419 0.49196704],0.0,[-0.29147129 -0.37480891 -0.17480191  0.00260326],[-1.80172334 -3.62807437 -0.57251082  0.68895744]
User,Item,Split,3.0,0.5,131,[0.18323253 0.10479225 0.30003268],[0.46764287 0.38086469 0.5448502 ],0.0,[-0.28441034 -0.41017569 -0.12594693  0.00525731],[-1.76770334 -3.69612574 -0.45528002  0.72476125]
Item,Ideal,Cluster,3.0,0.46,132,[0.77535008 0.66186061 0.89010266],[0.99929071 0.99821429 1.        ],0.3081040154949349,[-0.22394063 -0.32109647 -0.12369111  0.00253598],[-0.29683342 -0.51020076 -0.12209742  0.01064374]
Item,Random,Cluster,3.0,0.49,133,[0.62430212 0.53546875 0.69955406],[0.47549463 0.46010037 0.49319728],0.3177129289254707,[0.14880749 0.07591832 0.21947043 0.00134106],[0.23468253 0.114591   0.32806823 0.0030738 ]
Item,User,Cluster,3.0,0.49,134,[0.54107026 0.43956041 0.63129211],[0.40181591 0.29165169 0.51113821],0.4252938299032271,[0.13925435 0.02820898 0.24945856 0.00318561],[0.25283826 0.02026427 0.46662495 0.01287098]
Ideal,Item,Cluster,3.0,0.43,135,[0.99926449 0.99814815 1.        ],[0.77603201 0.66960492 0.88866923],0.3063723676231262,[0.22323247 0.12173086 0.31919783 0.00253756],[0.2233862  0.11044052 0.32992706 0.00352233]
Ideal,Random,Cluster,3.0,0.51,136,[0.9993054  0.99814637 1.        ],[0.4758441  0.45991262 0.49193991],0.3012326168553565,[5.2346130e-01 5.0959337e-01 5.3711004e-01 4.9274204e-05],[5.23824903e-01 5.07753566e-01 5.39675638e-01 6.88923475e-05]
Ideal,User,Cluster,3.0,0.49,137,[0.99926895 0.99807669 1.        ],[0.58456742 0.37956    0.74657767],0.3948475518368637,[0.41470153 0.27119711 0.58503811 0.00640984],[0.41500318 0.25319485 0.62034652 0.00911373]
Random,Item,Cluster,3.0,0.44,138,[0.47558802 0.45963616 0.49167092],[0.62601181 0.54461107 0.70532986],0.318911975354954,[-0.15042379 -0.21895062 -0.07826501  0.00128803],[-0.31668533 -0.48598839 -0.13571515  0.00859949]
Random,Ideal,Cluster,3.0,0.48,139,[0.47608452 0.4599202  0.49202899],[0.99929302 0.99821429 1.        ],0.3012428166648046,[-5.23208510e-01 -5.36524220e-01 -5.09323640e-01  4.81486589e-05],[-1.0996357  -1.17258823 -1.031142    0.00137653]
Random,User,Cluster,3.0,0.57,140,[0.47607519 0.45905108 0.49300233],[0.20812263 0.12711073 0.33753472],0.3325891487801254,[0.26795256 0.16680219 0.34504184 0.00206746],[0.56276774 0.29680031 0.73414088 0.01315372]
User,Ideal,Cluster,3.0,0.59,141,[0.57389053 0.35866169 0.73951211],[0.9992804  0.99821358 1.        ],0.3925161691684325,[-0.42538987 -0.60387733 -0.27850644  0.00688946],[-0.80300256 -1.78741268 -0.35179233  0.13710183]
User,Random,Cluster,3.0,0.54,142,[0.20603934 0.12380385 0.33174473],[0.47571819 0.45945988 0.49218262],0.3340940261488551,[-0.26967885 -0.34500261 -0.17518231  0.00187675],[-1.45537126 -2.85654083 -0.43003133  0.3786939 ]
User,Item,Cluster,3.0,0.56,143,[0.40245223 0.28564463 0.50327493],[0.54408257 0.43926471 0.63642713],0.42541431172049,[-0.14163034 -0.25331209 -0.03537961  0.00309081],[-0.37644841 -0.8893362  -0.04212693  0.04817155]
Item,Ideal,User-corpus,3.0,0.5,144,[0.38698821 0.32704861 0.44505556],[0.97461356 0.96464595 0.98344685],0.0,[-0.58762535 -0.6467321  -0.52768437  0.00093768],[-1.53458865 -1.97840019 -1.19225969  0.04219998]
Item,Random,User-corpus,3.0,0.5,145,[0.38698821 0.32704861 0.44505556],[0.41619626 0.3981123  0.43594814],0.0,[-0.02920806 -0.09567269  0.03046668  0.00104863],[-0.08247207 -0.2871477   0.06986413  0.00851806]
Item,User,User-corpus,3.0,0.5,146,[0.38698821 0.32704861 0.44505556],[0.12110274 0.06322484 0.19516973],0.0,[0.26588547 0.1668583  0.35654856 0.00256396],[0.68383926 0.47230591 0.84124032 0.01008301]
Ideal,Item,User-corpus,3.0,0.5,147,[0.97475805 0.96431187 0.98364952],[0.38692089 0.32178783 0.45090909],0.0,[0.58783715 0.52314788 0.65207072 0.00102311],[0.60305585 0.5376561  0.66859817 0.00106354]
Ideal,Random,User-corpus,3.0,0.5,148,[0.97475805 0.96431187 0.98364952],[0.41619626 0.3981123  0.43594814],0.0,[5.58561782e-01 5.34971862e-01 5.82188913e-01 1.41142985e-04],[5.73000464e-01 5.51606941e-01 5.93626685e-01 1.10918526e-04]
Ideal,User,User-corpus,3.0,0.5,149,[0.97475805 0.96431187 0.98364952],[0.12110274 0.06322484 0.19516973],0.0,[0.85365531 0.77892324 0.91015084 0.00126059],[0.87577851 0.79942425 0.93492078 0.00133689]
Random,Item,User-corpus,3.0,0.5,150,[0.41617379 0.39744792 0.43495046],[0.38692089 0.32178783 0.45090909],0.0,[ 0.0292529  -0.03594182  0.09728106  0.0011501 ],[ 0.0696516  -0.08880243  0.23154105  0.0065695 ]
Random,Ideal,User-corpus,3.0,0.5,151,[0.41617379 0.39744792 0.43495046],[0.97461356 0.96464595 0.98344685],0.0,[-5.58439761e-01 -5.82487422e-01 -5.35166830e-01  1.50104284e-04],[-1.34322367 -1.46528743 -1.22920395  0.00359767]
Random,User,User-corpus,3.0,0.5,152,[0.41617379 0.39744792 0.43495046],[0.12110274 0.06322484 0.19516973],0.0,[0.29507106 0.21953056 0.35974989 0.00140524],[0.70874873 0.52823238 0.84811851 0.00746263]
User,Ideal,User-corpus,3.0,0.5,153,[0.11926597 0.06377547 0.19865619],[0.97461356 0.96464595 0.98344685],0.0,[-0.85534758 -0.91157458 -0.77581346  0.0012044 ],[ -7.90371313 -14.28199611  -3.92956418   7.396083  ]
User,Random,User-corpus,3.0,0.5,154,[0.11926597 0.06377547 0.19865619],[0.41619626 0.3981123  0.43594814],0.0,[-0.29693029 -0.35687907 -0.21603166  0.00130611],[-2.80349914 -5.58374763 -1.09299857  1.37380314]
User,Item,User-corpus,3.0,0.5,155,[0.11926597 0.06377547 0.19865619],[0.38692089 0.32178783 0.45090909],0.0,[-0.26765492 -0.35957128 -0.16124961  0.00265466],[-2.55245527 -5.3680159  -0.84991503  1.40036497]
Item,Item,Ref,15.0,0.0,156,[0.62898809 0.59022943 0.66926646],[0.6291506  0.5893327  0.66904571],0.0,[-0.00016251 -0.06230916  0.05915529  0.00096012],[-0.00150579 -0.10440993  0.09062137  0.00245595]
User,User,Ref,15.0,0.0,157,[0.58663804 0.53732199 0.63519336],[0.58755382 0.54151834 0.63266375],0.0,[-0.00091579 -0.0764331   0.07813936  0.00155486],[-0.003771   -0.14082405  0.12376813  0.00432911]
Random,Random,Ref,15.0,0.0,158,[0.38353913 0.36843968 0.39819104],[0.38261583 0.366875   0.39750259],0.0,[ 0.00092331 -0.02439928  0.02507282  0.00015928],[ 0.00188912 -0.0671515   0.06289953  0.0010716 ]
Ideal,Ideal,Ref,15.0,0.0,159,[0.99110391 0.98787832 0.99404828],[0.99099615 0.98762914 0.99404785],0.0,[ 1.0776000e-04 -4.4577500e-03  4.6189000e-03  5.3614103e-06],[ 1.05813333e-04 -4.50996755e-03  4.65041539e-03  5.95857216e-06]
Item,Ideal,Naive,15.0,0.5,160,[0.95722469 0.93043879 0.97120418],[0.99092716 0.98760621 0.99368769],0.4990090135057408,[-0.03370247 -0.06124965 -0.01870278  0.0001178 ],[-0.03536218 -0.0661022  -0.01931236  0.0001694 ]
Item,Random,Naive,15.0,0.5,161,[0.90558968 0.86161143 0.93646914],[0.38259413 0.36708138 0.39829545],0.4922649192897812,[5.22995550e-01 4.78426760e-01 5.57240810e-01 4.04236157e-04],[5.77329943e-01 5.51540590e-01 5.98829272e-01 1.57063399e-04]
Item,User,Naive,15.0,0.5,162,[0.68054295 0.64004514 0.72197573],[0.64190793 0.60177001 0.67847298],0.499863015401624,[ 0.03863502 -0.02502813  0.101962    0.00104946],[ 0.05564475 -0.03833878  0.14235659  0.00213876]
Ideal,Item,Naive,15.0,0.5,163,[0.99096856 0.9873632  0.99393939],[0.95710782 0.93555319 0.97088915],0.4969571200574907,[3.38607400e-02 1.90493300e-02 5.48892500e-02 8.35914636e-05],[0.03416366 0.01927492 0.05536517 0.00013432]
Ideal,Random,Naive,15.0,0.5,164,[0.99098389 0.9875     0.99398148],[0.38247811 0.36592361 0.39852984],0.4881533358713329,[6.08505780e-01 5.92586810e-01 6.25389060e-01 7.00221005e-05],[6.14040815e-01 5.97893949e-01 6.31008309e-01 6.87488035e-05]
Ideal,User,Naive,15.0,0.5,165,[0.99103742 0.98798177 0.99391595],[0.90673984 0.85238758 0.94015912],0.4985822208262277,[0.08429758 0.05029534 0.14086453 0.00053381],[0.08505606 0.05068634 0.141883   0.00050119]
Random,Item,Naive,15.0,0.5,166,[0.38303417 0.36686834 0.39856167],[0.90623917 0.86328716 0.93810813],0.4921121633697468,[-5.23205000e-01 -5.60322430e-01 -4.76660870e-01  4.55490982e-04],[-1.36704763 -1.50240003 -1.2150522   0.00537516]
Random,Ideal,Naive,15.0,0.5,167,[0.38242917 0.36666667 0.39760349],[0.99102797 0.98779806 0.99391547],0.4879081104883767,[-6.08598800e-01 -6.25006140e-01 -5.92573820e-01  6.84516465e-05],[-1.59251502 -1.70393282 -1.49169978  0.00291872]
Random,User,Naive,15.0,0.5,168,[0.38306999 0.36751182 0.39907455],[0.75533352 0.70811647 0.80126729],0.4899685202692808,[-0.37226353 -0.42094296 -0.32107523  0.00064905],[-0.9728153  -1.12361783 -0.82034255  0.00624396]
User,Ideal,Naive,15.0,0.5,169,[0.90516718 0.85794484 0.93927942],[0.99106011 0.98781999 0.99382782],0.4985896886025139,[-0.08589294 -0.13304885 -0.05055384  0.00044288],[-0.09550689 -0.15480431 -0.05378621  0.00069091]
User,Random,Naive,15.0,0.5,170,[0.75441611 0.70375989 0.79956634],[0.38280215 0.36627473 0.3991457 ],0.4891751156783827,[0.37161395 0.31902923 0.42624007 0.00074801],[4.91978385e-01 4.48178011e-01 5.33221956e-01 4.56789206e-04]
User,Item,Naive,15.0,0.5,171,[0.6416608  0.60552662 0.68001885],[0.68138164 0.63981019 0.72296429],0.4989882703810958,[-0.03972085 -0.10009419  0.03075894  0.00111428],[-0.06309183 -0.1622821   0.04531797  0.00265785]
Item,Ideal,Split,15.0,0.5,172,[0.53879548 0.48834776 0.58909634],[0.99104439 0.98759652 0.99412998],0.0,[-0.45224891 -0.50162654 -0.40088742  0.00066043],[-0.84358195 -1.02653093 -0.68088006  0.0078283 ]
Item,Random,Split,15.0,0.5,173,[0.54056948 0.49219434 0.58731097],[0.38315392 0.36804447 0.39822854],0.0,[0.15741557 0.10708283 0.20873291 0.00067242],[0.28969674 0.21584209 0.35675302 0.00132729]
Item,User,Split,15.0,0.5,174,[0.54026101 0.48759532 0.58782544],[0.49273601 0.43402364 0.54406321],0.0,[ 0.047525   -0.03303991  0.13287431  0.00179141],[ 0.08531727 -0.06681495  0.22776886  0.00563509]
Ideal,Item,Split,15.0,0.5,175,[0.99100393 0.98755501 0.99408983],[0.53911907 0.48500426 0.58968842],0.0,[0.45188486 0.40249908 0.50493889 0.00068291],[0.45598456 0.40535355 0.51024285 0.00067917]
Ideal,Random,Split,15.0,0.5,176,[0.99109781 0.98792217 0.99410431],[0.38254192 0.36592308 0.3989112 ],0.0,[6.08555890e-01 5.92265260e-01 6.25558500e-01 7.21339956e-05],[6.14020165e-01 5.97712353e-01 6.30707354e-01 6.97310441e-05]
Ideal,User,Split,15.0,0.5,177,[0.99096166 0.9877551  0.99379917],[0.49440085 0.43332011 0.55062601],0.0,[0.49656081 0.44026005 0.55755916 0.0008954 ],[0.50108824 0.4441177  0.56291146 0.00092568]
Random,Item,Split,15.0,0.5,178,[0.38324006 0.3675046  0.39976886],[0.539581   0.49054374 0.58541915],0.0,[-0.15634095 -0.20558503 -0.10564182  0.00065003],[-0.40855273 -0.5431894  -0.2713333   0.00482889]
Random,Ideal,Split,15.0,0.5,179,[0.38283215 0.36645959 0.39841349],[0.99093447 0.98779902 0.99398194],0.0,[-6.08102320e-01 -6.24666880e-01 -5.92832320e-01  6.59516354e-05],[-1.5895488  -1.70269204 -1.49024166  0.00292092]
Random,User,Split,15.0,0.5,180,[0.3827609  0.36767588 0.39818607],[0.49160189 0.43155139 0.54602411],0.0,[-0.10884099 -0.16347561 -0.04821973  0.00086448],[-0.28481917 -0.43077493 -0.12391667  0.0061862 ]
User,Ideal,Split,15.0,0.5,181,[0.49227638 0.43563634 0.54490296],[0.99101816 0.98780222 0.99382842],0.0,[-0.49874178 -0.55615649 -0.44611869  0.00078797],[-1.01996476 -1.27594046 -0.81909558  0.01405512]
User,Random,Split,15.0,0.5,182,[0.49373303 0.43462948 0.5466362 ],[0.38335428 0.36733022 0.40000579],0.0,[0.11037875 0.04839066 0.16665548 0.0009102 ],[0.22098199 0.10995652 0.30416163 0.00223584]
User,Item,Split,15.0,0.5,183,[0.49336587 0.4358287  0.54693709],[0.53921119 0.49178744 0.58562146],0.0,[-0.04584532 -0.12521655  0.03201149  0.00160875],[-0.09737033 -0.28215455  0.06023381  0.00810507]
Item,Ideal,Cluster,15.0,0.48,184,[0.62777562 0.56365639 0.68499431],[0.99124267 0.98658259 0.99541173],0.1158648449100321,[-0.36346705 -0.41395254 -0.3156154   0.00062931],[-0.58294498 -0.7575965  -0.44773284  0.0063488 ]
Item,Random,Cluster,15.0,0.5,185,[0.66522803 0.6076331  0.71810212],[0.38336411 0.3641969  0.40598889],0.1931318642570081,[0.28186392 0.23754021 0.32283817 0.00047348],[0.42286045 0.37052614 0.46664349 0.00064704]
Item,User,Cluster,15.0,0.49,186,[0.62705908 0.56172773 0.68476195],[0.59403514 0.52801329 0.65414599],0.1652068138295363,[ 0.03302394 -0.05222993  0.12606152  0.00206866],[ 0.04904722 -0.11878408  0.2132694   0.00738342]
Ideal,Item,Cluster,15.0,0.52,187,[0.99109311 0.98675195 0.99560812],[0.628427   0.56499409 0.68441331],0.1157286462369928,[0.36266611 0.31332838 0.41663546 0.00069453],[0.36592907 0.30855494 0.43019069 0.00098944]
Ideal,Random,Cluster,15.0,0.47,188,[0.99120719 0.98646352 0.99589372],[0.38299829 0.36190228 0.40387228],0.1710263233772527,[6.08208900e-01 5.89064740e-01 6.26233360e-01 8.99043571e-05],[6.13601943e-01 5.92171159e-01 6.35249076e-01 1.19569090e-04]
Ideal,User,Cluster,15.0,0.5,189,[0.99110109 0.98641738 0.99545707],[0.60456542 0.54220255 0.66495065],0.1299041103407816,[0.38653567 0.33182753 0.44015948 0.00076373],[0.38998201 0.32764399 0.45355872 0.00106903]
Random,Item,Cluster,15.0,0.5,190,[0.38310299 0.36377633 0.4040625 ],[0.66534232 0.60543139 0.71764935],0.1926761195260699,[-0.28223933 -0.32568564 -0.2364404   0.00051832],[-0.73743098 -0.88430552 -0.58633211  0.00593545]
Random,Ideal,Cluster,15.0,0.48,191,[0.38284367 0.36252723 0.40356744],[0.99114937 0.98646352 0.99560185],0.171873827828404,[-6.08305700e-01 -6.26194580e-01 -5.90062530e-01  8.49597197e-05],[-1.59089104 -1.73524509 -1.45699757  0.00514574]
Random,User,Cluster,15.0,0.45,192,[0.38326988 0.36318053 0.40321193],[0.61138148 0.55045401 0.66600598],0.1959550838338046,[-0.2281116  -0.27531821 -0.1761984   0.00063936],[-0.59602672 -0.75356229 -0.42846462  0.00682213]
User,Ideal,Cluster,15.0,0.52,193,[0.60716397 0.54264308 0.66998003],[0.99094493 0.9860593  0.99576808],0.1312510539039204,[-0.38378096 -0.4357976  -0.3282166   0.00075318],[-0.63680249 -0.82882992 -0.47610658  0.0079052 ]
User,Random,Cluster,15.0,0.5,194,[0.61011605 0.55076083 0.6673245 ],[0.38238809 0.3605627  0.40295748],0.1957940831943149,[0.22772796 0.17669623 0.27762539 0.00066292],[0.37185212 0.29851397 0.42989512 0.00114247]
User,Item,Cluster,15.0,0.49,195,[0.59604174 0.52801473 0.65892972],[0.62862775 0.55866546 0.68708483],0.1653530260051627,[-0.03258601 -0.12349369  0.06111289  0.0022178 ],[-0.05932872 -0.26160544  0.11951778  0.0093712 ]
Item,Ideal,User-corpus,15.0,0.5,196,[0.4185047  0.34928374 0.48494749],[0.8008729  0.77328605 0.82911111],0.0,[-0.3823682  -0.45887493 -0.30591061  0.00152419],[-0.92737207 -1.32572229 -0.63168133  0.02971678]
Item,Random,User-corpus,15.0,0.5,197,[0.4185047  0.34928374 0.48494749],[0.33128268 0.31161967 0.35133788],0.0,[0.08722202 0.01533077 0.16068873 0.00133504],[0.20277004 0.04491341 0.33289873 0.00546165]
Item,User,User-corpus,15.0,0.5,198,[0.4185047  0.34928374 0.48494749],[0.20101046 0.14138258 0.27248889],0.0,[0.21749424 0.11821204 0.30845248 0.00250252],[0.51580191 0.30252133 0.67867654 0.00887893]
Ideal,Item,User-corpus,15.0,0.5,199,[0.80231422 0.77700895 0.83016058],[0.41682231 0.34927268 0.48269444],0.0,[0.38549191 0.3102609  0.46399015 0.00159117],[0.48017453 0.39077991 0.57031108 0.00211933]
Ideal,Random,User-corpus,15.0,0.5,200,[0.80231422 0.77700895 0.83016058],[0.33128268 0.31161967 0.35133788],0.0,[4.71031539e-01 4.34883207e-01 5.07546006e-01 3.68506978e-04],[5.86913794e-01 5.53975238e-01 6.17369546e-01 2.65091908e-04]
Ideal,User,User-corpus,15.0,0.5,201,[0.80231422 0.77700895 0.83016058],[0.20101046 0.14138258 0.27248889],0.0,[0.60130376 0.52070856 0.67146422 0.00144433],[0.74929301 0.65884567 0.82584588 0.00183132]
Random,Item,User-corpus,15.0,0.5,202,[0.33206322 0.31306256 0.35225491],[0.41682231 0.34927268 0.48269444],0.0,[-0.08475909 -0.15279731 -0.01088883  0.0013785 ],[-0.25670138 -0.46671131 -0.03190206  0.01322577]
Random,Ideal,User-corpus,15.0,0.5,203,[0.33206322 0.31306256 0.35225491],[0.8008729  0.77328605 0.82911111],0.0,[-4.68809687e-01 -5.05228052e-01 -4.31070782e-01  3.63110625e-04],[-1.41433788 -1.60408754 -1.22685739  0.00861212]
Random,User,User-corpus,15.0,0.5,204,[0.33206322 0.31306256 0.35225491],[0.20101046 0.14138258 0.27248889],0.0,[0.13105276 0.05639622 0.19722906 0.00134696],[0.39359168 0.17229945 0.5840594  0.01129704]
User,Ideal,User-corpus,15.0,0.5,205,[0.20101387 0.14788728 0.26902069],[0.8008729  0.77328605 0.82911111],0.0,[-0.59985904 -0.66282238 -0.52862218  0.00128892],[-3.08153058 -4.44308009 -1.97379587  0.4136063 ]
User,Random,User-corpus,15.0,0.5,206,[0.20101387 0.14788728 0.26902069],[0.33128268 0.31161967 0.35133788],0.0,[-0.13026881 -0.19066862 -0.05427258  0.00121176],[-0.68929571 -1.27274179 -0.20583386  0.0760475 ]
User,Item,User-corpus,15.0,0.5,207,[0.20101387 0.14788728 0.26902069],[0.41682231 0.34927268 0.48269444],0.0,[-0.21580844 -0.30393712 -0.11523543  0.00242567],[-1.12633605 -1.94132362 -0.46434369  0.15200498]
Item,Item,Ref,100.0,0.0,208,[0.671736   0.6350722  0.70846639],[0.67187284 0.63380064 0.70810764],0.0,[-0.00013684 -0.04486362  0.04420694  0.00051629],[-0.00075659 -0.07027257  0.06240099  0.00113149]
User,User,Ref,100.0,0.0,209,[0.64210624 0.60706678 0.67583582],[0.64164557 0.61070669 0.67584928],0.0,[ 0.00046067 -0.04031667  0.04366186  0.00045895],[ 4.15677991e-05 -6.49689177e-02  6.47449188e-02  1.24064155e-03]
Random,Random,Ref,100.0,0.0,210,[0.35229812 0.34103973 0.36258934],[0.3522484  0.3414114  0.36342682],0.0,[ 4.97102955e-05 -2.01568127e-02  1.88215137e-02  9.88722101e-05],[-0.00021243 -0.05820861  0.05133184  0.00072877]
Ideal,Ideal,Ref,100.0,0.0,211,[0.9811732  0.97670888 0.98560683],[0.98122341 0.9769392  0.98527247],0.0,[-5.02074057e-05 -7.56789155e-03  6.92228193e-03  1.36639114e-05],[-5.88407062e-05 -7.74253255e-03  7.02347522e-03  1.48846454e-05]
Item,Ideal,Naive,100.0,0.5,212,[0.93403323 0.91459314 0.94855072],[0.98109039 0.97670709 0.98509526],0.4985042349600674,[-4.70571600e-02 -6.74448000e-02 -3.00851400e-02  9.08309165e-05],[-0.05049701 -0.07389379 -0.03173986  0.00013313]
Item,Random,Naive,100.0,0.5,213,[0.94643782 0.91107565 0.96349293],[0.35225449 0.34067757 0.36331338],0.4956405937819181,[5.9418334e-01 5.5933439e-01 6.1355030e-01 1.9128520e-04],[6.27740557e-01 6.09410190e-01 6.40792636e-01 6.08486256e-05]
Item,User,Naive,100.0,0.5,214,[0.72067466 0.68030892 0.75919167],[0.63486754 0.60311216 0.66642002],0.4999467193953588,[0.08580712 0.03901094 0.12665602 0.0004999 ],[0.11852424 0.05673827 0.17020977 0.00088901]
Ideal,Item,Naive,100.0,0.5,215,[0.9810799  0.97678793 0.98527007],[0.93390537 0.91309373 0.948992  ],0.4980464506987387,[0.04717453 0.03086528 0.07034695 0.00010144],[0.04807601 0.0315115  0.0715435  0.00013243]
Ideal,Random,Naive,100.0,0.5,216,[0.98115712 0.97692177 0.98518687],[0.35234818 0.341829   0.36320988],0.4895235658501274,[6.28808940e-01 6.16943730e-01 6.40814040e-01 3.70803636e-05],[6.40881874e-01 6.29558478e-01 6.51958311e-01 3.46801585e-05]
Ideal,User,Naive,100.0,0.5,217,[0.98117421 0.97688696 0.98510835],[0.88887602 0.84421275 0.91859458],0.4991828753865028,[0.09229819 0.06149908 0.13895058 0.00039038],[0.09405816 0.06268864 0.14178881 0.00039297]
Random,Item,Naive,100.0,0.5,218,[0.3524276  0.34098635 0.36279123],[0.9463573  0.9108075  0.96281179],0.4940266222100853,[-5.9392970e-01 -6.1373393e-01 -5.5678161e-01  2.1108176e-04],[-1.68590577 -1.78631385 -1.57744136  0.00292853]
Random,Ideal,Naive,100.0,0.5,219,[0.35227891 0.34067064 0.36377114],[0.98109376 0.97651484 0.98538142],0.489089778527721,[-6.28814840e-01 -6.40522940e-01 -6.16530270e-01  3.74614883e-05],[-1.78574447 -1.87897653 -1.69600998  0.00216792]
Random,User,Naive,100.0,0.5,220,[0.35240717 0.34096845 0.3638259 ],[0.87551039 0.83013126 0.91490306],0.4955409181233523,[-5.23103220e-01 -5.64975620e-01 -4.76410340e-01  5.10451949e-04],[-1.48508402 -1.62526445 -1.33085769  0.00563695]
User,Ideal,Naive,100.0,0.5,221,[0.88929079 0.84420484 0.9182383 ],[0.98119219 0.9769388  0.98504444],0.4970070878481988,[-0.0919014  -0.13842104 -0.06182149  0.00038184],[-0.10385386 -0.16409684 -0.06720819  0.00059207]
User,Random,Naive,100.0,0.5,222,[0.87730159 0.83283878 0.91466836],[0.35243568 0.34100998 0.36346196],0.4967851881002049,[5.24865910e-01 4.79599610e-01 5.62915950e-01 4.51739673e-04],[5.98035430e-01 5.72395786e-01 6.18688079e-01 1.33540342e-04]
